IES.PADRE,Institución de Educación Superior (IES),Departamento de domicilio de la IES,Municipio dedomicilio de la IES,Programa Académico,Id Género,Año,Total Matriculados
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,TECNOLOGIA EMPRESARIAL,2,2015,387
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,TECNOLOGIA EMPRESARIAL,1,2015,141
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DISEÑO INDUSTRIAL,2,2015,173
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DISEÑO INDUSTRIAL,1,2015,150
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN MUSICA,2,2015,94
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN MUSICA,1,2015,205
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN MATEMATICAS,2,2015,94
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN MATEMATICAS,1,2015,95
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ENFERMERIA,2,2015,183
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ENFERMERIA,1,2015,47
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,FISIOTERAPIA,2,2015,156
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,FISIOTERAPIA,1,2015,45
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MEDICINA,2,2015,347
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MEDICINA,1,2015,361
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,NUTRICION Y DIETETICA,2,2015,153
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,NUTRICION Y DIETETICA,1,2015,25
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,TRABAJO SOCIAL,2,2015,402
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,TRABAJO SOCIAL,1,2015,78
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,GESTION EMPRESARIAL,2,2015,238
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,GESTION EMPRESARIAL,1,2015,68
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,HISTORIA,2,2015,12
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,HISTORIA,1,2015,16
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA CIVIL,2,2015,497
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA CIVIL,1,2015,908
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA DE PETROLEOS,2,2015,427
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA DE PETROLEOS,1,2015,896
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA DE SISTEMAS,2,2015,119
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA DE SISTEMAS,1,2015,400
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA ELECTRICA,2,2015,198
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA ELECTRICA,1,2015,683
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA INDUSTRIAL,2,2015,925
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA INDUSTRIAL,1,2015,659
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA MECANICA,2,2015,157
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA MECANICA,1,2015,1140
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA METALURGICA,2,2015,176
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA METALURGICA,1,2015,327
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA QUIMICA,2,2015,763
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA QUIMICA,1,2015,670
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,BIOLOGIA,2,2015,131
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,BIOLOGIA,1,2015,146
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,FISICA,2,2015,34
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,FISICA,1,2015,121
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,GEOLOGIA,2,2015,200
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,GEOLOGIA,1,2015,333
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,QUIMICA,2,2015,223
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,QUIMICA,1,2015,152
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN CIRUGIA GENERAL,2,2015,4
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN CIRUGIA GENERAL,1,2015,11
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA,2,2015,9
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA,1,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN MEDICINA INTERNA,2,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN MEDICINA INTERNA,1,2015,18
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN OFTALMOLOGIA,2,2015,2
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN OFTALMOLOGIA,1,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN PATOLOGIA,2,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN PATOLOGIA,1,2015,4
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN PEDIATRIA,2,2015,10
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN PEDIATRIA,1,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ADMINISTRACION DE SERVICIOS DE SALUD,2,2015,16
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ADMINISTRACION DE SERVICIOS DE SALUD,1,2015,11
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ANESTESIOLOGIA Y REANIMACION,2,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ANESTESIOLOGIA Y REANIMACION,1,2015,12
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ALTA GERENCIA,2,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ALTA GERENCIA,1,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN SEMIOTICA,2,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN SEMIOTICA,1,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA QUIMICA,2,2015,30
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA QUIMICA,1,2015,32
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN FISICA,2,2015,5
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN FISICA,1,2015,12
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN QUIMICA,2,2015,21
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN QUIMICA,1,2015,18
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DOCTORADO EN INGENIERIA QUIMICA,2,2015,16
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DOCTORADO EN INGENIERIA QUIMICA,1,2015,22
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN PEDAGOGIA,2,2015,39
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN PEDAGOGIA,1,2015,23
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE PROYECTOS DE CONSTRUCCION,2,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE PROYECTOS DE CONSTRUCCION,1,2015,17
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,2,2015,1
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,1,2015,9
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ECONOMIA,2,2015,216
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ECONOMIA,1,2015,175
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN EVALUACION Y GERENCIA DE PROYECTOS,2,2015,30
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN EVALUACION Y GERENCIA DE PROYECTOS,1,2015,54
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DERECHO,2,2015,381
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DERECHO,1,2015,238
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN HISTORIA,2,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN HISTORIA,1,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA ELECTRONICA,2,2015,177
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA ELECTRONICA,1,2015,669
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,2,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,1,2015,52
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN INGENIERIA AMBIENTAL,2,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN INGENIERIA AMBIENTAL,1,2015,2
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN QUIMICA AMBIENTAL,2,2015,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN QUIMICA AMBIENTAL,1,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DOCTORADO EN QUIMICA,2,2015,23
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DOCTORADO EN QUIMICA,1,2015,18
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DOCTORADO EN CIENCIAS NATURALES FISICAS,2,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DOCTORADO EN CIENCIAS NATURALES FISICAS,1,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE HIDROCARBUROS,2,2015,9
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE HIDROCARBUROS,1,2015,12
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN INGENIERIA DEL GAS,2,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN INGENIERIA DEL GAS,1,2015,40
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GESTION PUBLICA,2,2015,17
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GESTION PUBLICA,1,2015,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA FORESTAL,2,2015,114
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,INGENIERIA FORESTAL,1,2015,140
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,2,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,1,2015,33
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,BELLAS ARTES,2,2015,19
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,BELLAS ARTES,1,2015,22
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,FILOSOFIA,2,2015,89
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,FILOSOFIA,1,2015,129
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN TELECOMUNICACIONES,2,2015,2
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN TELECOMUNICACIONES,1,2015,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,TECNOLOGIA EN REGENCIA DE FARMACIA,2,2015,294
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,TECNOLOGIA EN REGENCIA DE FARMACIA,1,2015,92
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,TECNOLOGIA AGROPECUARIA,2,2015,2
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,PRODUCCION AGROINDUSTRIAL,2,2015,24
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,PRODUCCION AGROINDUSTRIAL,1,2015,26
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN DOCENCIA UNIVERSITARIA,2,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN DOCENCIA UNIVERSITARIA,1,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA DE HIDROCARBUROS,2,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA DE HIDROCARBUROS,1,2015,16
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN EPIDEMIOLOGIA,2,2015,12
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN EPIDEMIOLOGIA,1,2015,4
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN INGENIERIA AMBIENTAL,2,2015,9
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN INGENIERIA AMBIENTAL,1,2015,5
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN INGLES,2,2015,208
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN INGLES,1,2015,149
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,2,2015,86
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,1,2015,7
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN LENGUA CASTELLANA,2,2015,95
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN LENGUA CASTELLANA,1,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN ESPAÑOL Y LITERATURA,2,2015,199
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,LICENCIATURA EN ESPAÑOL Y LITERATURA,1,2015,103
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ESTRUCTURAS,2,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ESTRUCTURAS,1,2015,37
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN CIENCIAS BASICAS BIOMEDICAS,2,2015,19
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN CIENCIAS BASICAS BIOMEDICAS,1,2015,10
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA CIVIL,2,2015,4
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA CIVIL,1,2015,10
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA DE MATERIALES,2,2015,11
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA DE MATERIALES,1,2015,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN PRODUCCION DE HIDROCARBUROS,2,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN PRODUCCION DE HIDROCARBUROS,1,2015,24
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MATEMATICAS,2,2015,45
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MATEMATICAS,1,2015,80
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,TECNOLOGIA AGROINDUSTRIAL,2,2015,20
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,TECNOLOGIA AGROINDUSTRIAL,1,2015,33
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA ELECTRICA,2,2015,1
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA ELECTRICA,1,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN HERMENEUTICA JURIDICA Y DERECHO,2,2015,7
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN HERMENEUTICA JURIDICA Y DERECHO,1,2015,5
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN GEOLOGIA,2,2015,14
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN GEOLOGIA,1,2015,10
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA  ELECTRONICA,2,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA  ELECTRONICA,1,2015,33
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN MATEMATICAS,2,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN MATEMATICAS,1,2015,10
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ESTADISTICA,2,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN ESTADISTICA,1,2015,10
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA DE SISTEMAS E INFORMATICA,2,2015,7
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA DE SISTEMAS E INFORMATICA,1,2015,28
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ZOOTECNIA,2,2015,30
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ZOOTECNIA,1,2015,47
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA DE TELECOMUNICACIONES,2,2015,1
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA DE TELECOMUNICACIONES,1,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE HIDROCARBUROS,2,2015,20
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN GERENCIA DE HIDROCARBUROS,1,2015,47
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN FILOSOFIA,2,2015,7
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN FILOSOFIA,1,2015,23
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN INGENIERIA DEL GAS,2,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN INGENIERIA DEL GAS,1,2015,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DOCTORADO EN INGENIERIA,2,2015,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,DOCTORADO EN INGENIERIA,1,2015,23
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA INDUSTRIAL,2,2015,17
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,MAESTRIA EN INGENIERIA INDUSTRIAL,1,2015,10
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN CIRUGIA PLASTICA: RECONSTRUCTIVA Y ESTETICA,2,2015,2
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,SANTANDER,BUCARAMANGA,ESPECIALIZACION EN CIRUGIA PLASTICA: RECONSTRUCTIVA Y ESTETICA,1,2015,6
